Macrotrends Data Download

CME Japanese Yen JPY Futures #1 (JY1)

All contracts are Front Month | Calendar-Weighted Adjusted Prices,
Roll on First of Month | Continuous Contract History.

Disclaimer and Terms of Use: Historical data is provided "as is" and solely
for informational purposes - not for trading purposes or advice.
Neither MacroTrends LLC nor any of our information providers will be liable
for any damages relating to your use of the data provided.

ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


date, value
1999-03-29,8410.0000
1999-03-30,8396.0000
1999-03-31,8486.0000
1999-04-01,8379.0000
1999-04-05,8284.0000
1999-04-06,8360.0000
1999-04-07,8317.0000
1999-04-08,8309.0000
1999-04-09,8341.0000
1999-04-12,8391.0000
1999-04-13,8416.0000
1999-04-14,8499.0000
1999-04-15,8483.0000
1999-04-16,8554.0000
1999-04-19,8569.0000
1999-04-20,8475.0000
1999-04-21,8411.0000
1999-04-22,8425.0000
1999-04-23,8433.0000
1999-04-26,8439.0000
1999-04-27,8359.0000
1999-04-28,8433.0000
1999-04-29,8448.0000
1999-04-30,8420.0000
1999-05-03,8357.0000
1999-05-04,8320.0000
1999-05-05,8335.0000
1999-05-06,8343.0000
1999-05-07,8316.0000
1999-05-10,8337.0000
1999-05-11,8305.0000
1999-05-12,8307.0000
1999-05-13,8241.0000
1999-05-14,8178.0000
1999-05-17,8132.0000
1999-05-18,8148.0000
1999-05-19,8071.0000
1999-05-20,8065.0000
1999-05-21,8088.0000
1999-05-24,8140.0000
1999-05-25,8185.8000
1999-05-26,8254.6000
1999-05-27,8387.6000
1999-05-28,8334.8000
1999-06-01,8416.0000
1999-06-02,8361.0000
1999-06-03,8336.0000
1999-06-04,8294.0000
1999-06-07,8395.0000
1999-06-08,8528.0000
1999-06-09,8525.0000
1999-06-10,8525.0000
1999-06-11,8582.0000
1999-06-14,8399.0000
1999-06-15,8412.0000
1999-06-16,8420.0000
1999-06-17,8496.0000
1999-06-18,8406.0000
1999-06-21,8264.0000
1999-06-22,8317.0000
1999-06-23,8301.0000
1999-06-24,8303.0000
1999-06-25,8331.0000
1999-06-28,8345.0000
1999-06-29,8352.0000
1999-06-30,8348.0000
1999-07-01,8365.0000
1999-07-02,8344.0000
1999-07-06,8279.0000
1999-07-07,8266.0000
1999-07-08,8233.0000
1999-07-09,8246.0000
1999-07-12,8262.0000
1999-07-13,8317.0000
1999-07-14,8366.0000
1999-07-15,8346.0000
1999-07-16,8333.0000
1999-07-19,8559.0000
1999-07-20,8478.0000
1999-07-21,8531.0000
1999-07-22,8639.0000
1999-07-23,8643.0000
1999-07-26,8636.0000
1999-07-27,8656.0000
1999-07-28,8674.0000
1999-07-29,8717.0000
1999-07-30,8787.0000
1999-08-02,8807.0000
1999-08-03,8725.0000
1999-08-04,8796.0000
1999-08-05,8796.0000
1999-08-06,8761.0000
1999-08-09,8725.0000
1999-08-10,8750.0000
1999-08-11,8711.0000
1999-08-12,8691.0000
1999-08-13,8677.0000
1999-08-16,8755.0000
1999-08-17,8806.0000
1999-08-18,8966.0000
1999-08-19,9009.0000
1999-08-20,9016.0000
1999-08-23,9003.0000
1999-08-24,9056.0000
1999-08-25,9027.0000
1999-08-26,9009.4000
1999-08-27,9032.2000
1999-08-30,9127.4000
1999-08-31,9247.8000
1999-09-01,9314.0000
1999-09-02,9300.0000
1999-09-03,9223.0000
1999-09-07,9155.0000
1999-09-08,9132.0000
1999-09-09,9401.0000
1999-09-10,9315.0000
1999-09-13,9521.0000
1999-09-14,9577.0000
1999-09-15,9722.0000
1999-09-16,9630.0000
1999-09-17,9472.0000
1999-09-20,9520.0000
1999-09-21,9655.0000
1999-09-22,9731.0000
1999-09-23,9720.0000
1999-09-24,9719.0000
1999-09-27,9549.0000
1999-09-28,9532.0000
1999-09-29,9452.0000
1999-09-30,9500.0000
1999-10-01,9633.0000
1999-10-04,9516.0000
1999-10-05,9489.0000
1999-10-06,9395.0000
1999-10-07,9398.0000
1999-10-08,9397.0000
1999-10-12,9493.0000
1999-10-13,9470.0000
1999-10-14,9400.0000
1999-10-15,9578.0000
1999-10-18,9595.0000
1999-10-19,9583.0000
1999-10-20,9466.0000
1999-10-21,9518.0000
1999-10-22,9505.0000
1999-10-25,9564.0000
1999-10-26,9620.0000
1999-10-27,9648.0000
1999-10-28,9576.0000
1999-10-29,9659.0000
1999-11-01,9655.0000
1999-11-02,9660.0000
1999-11-03,9588.0000
1999-11-04,9584.0000
1999-11-05,9481.0000
1999-11-08,9558.0000
1999-11-09,9574.0000
1999-11-10,9605.0000
1999-11-12,9550.0000
1999-11-15,9573.0000
1999-11-16,9482.0000
1999-11-17,9523.0000
1999-11-18,9472.0000
1999-11-19,9436.0000
1999-11-22,9569.0000
1999-11-23,9628.0000
1999-11-24,9624.4000
1999-11-26,9920.6000
1999-11-29,9889.6000
1999-11-30,9949.8000
1999-12-01,9900.0000
1999-12-02,9900.0000
1999-12-03,9894.0000
1999-12-06,9858.0000
1999-12-07,9924.0000
1999-12-08,9871.0000
1999-12-09,9914.0000
1999-12-10,9921.0000
1999-12-13,9835.0000
1999-12-14,9802.0000
1999-12-15,9782.0000
1999-12-16,9838.0000
1999-12-17,9825.0000
1999-12-20,9893.0000
1999-12-21,9917.0000
1999-12-22,9956.0000
1999-12-23,9944.0000
1999-12-27,9887.0000
1999-12-28,9880.0000
1999-12-29,9898.0000
1999-12-30,9864.0000
1999-12-31,9892.0000
2000-01-03,9964.0000
2000-01-04,9791.0000
2000-01-05,9683.0000
2000-01-06,9578.0000
2000-01-07,9596.0000
2000-01-10,9606.0000
2000-01-11,9535.0000
2000-01-12,9533.0000
2000-01-13,9507.0000
2000-01-14,9547.0000
2000-01-18,9548.0000
2000-01-19,9577.0000
2000-01-20,9577.0000
2000-01-21,9620.0000
2000-01-24,9544.0000
2000-01-25,9517.0000
2000-01-26,9530.0000
2000-01-27,9595.0000
2000-01-28,9405.0000
2000-01-31,9368.0000
2000-02-01,9335.0000
2000-02-02,9299.0000
2000-02-03,9339.0000
2000-02-04,9375.0000
2000-02-07,9243.0000
2000-02-08,9194.0000
2000-02-09,9208.0000
2000-02-10,9225.0000
2000-02-11,9228.0000
2000-02-14,9233.0000
2000-02-15,9204.0000
2000-02-16,9178.0000
2000-02-17,9076.0000
2000-02-18,9044.0000
2000-02-22,9061.0000
2000-02-23,9011.0000
2000-02-24,9057.8000
2000-02-25,9159.2000
2000-02-28,9263.0000
2000-02-29,9219.2000
2000-03-01,9510.0000
2000-03-02,9452.0000
2000-03-03,9436.0000
2000-03-06,9461.0000
2000-03-07,9588.0000
2000-03-08,9504.0000
2000-03-09,9543.0000
2000-03-10,9574.0000
2000-03-13,9626.0000
2000-03-14,9673.0000
2000-03-15,9624.0000
2000-03-16,9620.0000
2000-03-17,9516.0000
2000-03-20,9551.0000
2000-03-21,9483.0000
2000-03-22,9493.0000
2000-03-23,9447.0000
2000-03-24,9480.0000
2000-03-27,9502.0000
2000-03-28,9579.0000
2000-03-29,9603.0000
2000-03-30,9606.0000
2000-03-31,9908.0000
2000-04-03,9663.0000
2000-04-04,9661.0000
2000-04-05,9654.0000
2000-04-06,9662.0000
2000-04-07,9599.0000
2000-04-10,9504.0000
2000-04-11,9446.0000
2000-04-12,9556.0000
2000-04-13,9556.0000
2000-04-14,9637.0000
2000-04-17,9692.0000
2000-04-18,9648.0000
2000-04-19,9641.0000
2000-04-20,9581.0000
2000-04-24,9547.0000
2000-04-25,9540.0000
2000-04-26,9497.0000
2000-04-27,9485.0000
2000-04-28,9318.0000
2000-05-01,9255.0000
2000-05-02,9285.0000
2000-05-03,9225.0000
2000-05-04,9321.0000
2000-05-05,9287.0000
2000-05-08,9245.0000
2000-05-09,9202.0000
2000-05-10,9201.0000
2000-05-11,9272.0000
2000-05-12,9282.0000
2000-05-15,9186.0000
2000-05-16,9196.0000
2000-05-17,9196.0000
2000-05-18,9245.0000
2000-05-19,9413.0000
2000-05-22,9389.0000
2000-05-23,9426.0000
2000-05-24,9318.0000
2000-05-25,9373.2000
2000-05-26,9450.4000
2000-05-30,9516.2000
2000-05-31,9443.8000
2000-06-01,9398.0000
2000-06-02,9414.0000
2000-06-05,9466.0000
2000-06-06,9648.0000
2000-06-07,9659.0000
2000-06-08,9595.0000
2000-06-09,9531.0000
2000-06-12,9538.0000
2000-06-13,9522.0000
2000-06-14,9537.0000
2000-06-15,9541.0000
2000-06-16,9575.0000
2000-06-19,9616.0000
2000-06-20,9642.0000
2000-06-21,9629.0000
2000-06-22,9730.0000
2000-06-23,9702.0000
2000-06-26,9605.0000
2000-06-27,9645.0000
2000-06-28,9617.0000
2000-06-29,9656.0000
2000-06-30,9577.0000
2000-07-03,9596.0000
2000-07-05,9467.0000
2000-07-06,9426.0000
2000-07-07,9386.0000
2000-07-10,9449.0000
2000-07-11,9454.0000
2000-07-12,9341.0000
2000-07-13,9344.0000
2000-07-14,9372.0000
2000-07-17,9332.0000
2000-07-18,9332.0000
2000-07-19,9331.0000
2000-07-20,9386.0000
2000-07-21,9279.0000
2000-07-24,9290.0000
2000-07-25,9244.0000
2000-07-26,9240.0000
2000-07-27,9242.0000
2000-07-28,9207.0000
2000-07-31,9224.0000
2000-08-01,9254.0000
2000-08-02,9248.0000
2000-08-03,9295.0000
2000-08-04,9286.0000
2000-08-07,9231.0000
2000-08-08,9269.0000
2000-08-09,9337.0000
2000-08-10,9248.0000
2000-08-11,9256.0000
2000-08-14,9187.0000
2000-08-15,9216.0000
2000-08-16,9258.0000
2000-08-17,9260.0000
2000-08-18,9265.0000
2000-08-21,9246.0000
2000-08-22,9277.0000
2000-08-23,9385.0000
2000-08-24,9399.0000
2000-08-25,9388.0000
2000-08-28,9454.0000
2000-08-29,9522.0000
2000-08-30,9521.4000
2000-08-31,9514.4000
2000-09-01,9627.0000
2000-09-05,9617.0000
2000-09-06,9614.0000
2000-09-07,9686.0000
2000-09-08,9586.0000
2000-09-11,9591.0000
2000-09-12,9510.0000
2000-09-13,9485.0000
2000-09-14,9444.0000
2000-09-15,9468.0000
2000-09-18,9498.0000
2000-09-19,9496.0000
2000-09-20,9523.0000
2000-09-21,9513.0000
2000-09-22,9388.0000
2000-09-25,9416.0000
2000-09-26,9426.0000
2000-09-27,9453.0000
2000-09-28,9426.0000
2000-09-29,9373.0000
2000-10-02,9308.0000
2000-10-03,9311.0000
2000-10-04,9266.0000
2000-10-05,9275.0000
2000-10-06,9302.0000
2000-10-10,9395.0000
2000-10-11,9406.0000
2000-10-12,9409.0000
2000-10-13,9382.0000
2000-10-16,9351.0000
2000-10-17,9358.0000
2000-10-18,9384.0000
2000-10-19,9327.0000
2000-10-20,9268.0000
2000-10-23,9327.0000
2000-10-24,9350.0000
2000-10-25,9332.0000
2000-10-26,9310.0000
2000-10-27,9288.0000
2000-10-30,9254.0000
2000-10-31,9247.0000
2000-11-01,9309.0000
2000-11-02,9313.0000
2000-11-03,9422.0000
2000-11-06,9378.0000
2000-11-07,9405.0000
2000-11-08,9387.0000
2000-11-09,9374.0000
2000-11-10,9326.0000
2000-11-13,9348.0000
2000-11-14,9302.0000
2000-11-15,9234.0000
2000-11-16,9222.0000
2000-11-17,9231.0000
2000-11-20,9142.0000
2000-11-21,9117.0000
2000-11-22,9104.0000
2000-11-24,9012.0000
2000-11-27,9107.0000
2000-11-28,9167.0000
2000-11-29,9107.0000
2000-11-30,9194.6000
2000-12-01,9147.0000
2000-12-04,9158.0000
2000-12-05,9150.0000
2000-12-06,9213.0000
2000-12-07,9188.0000
2000-12-08,9124.0000
2000-12-11,9174.0000
2000-12-12,9114.0000
2000-12-13,9033.0000
2000-12-14,9037.0000
2000-12-15,9019.0000
2000-12-18,9049.0000
2000-12-19,9016.0000
2000-12-20,8992.0000
2000-12-21,9030.0000
2000-12-22,8986.0000
2000-12-26,8913.0000
2000-12-27,8857.0000
2000-12-28,8854.0000
2000-12-29,8827.0000
2001-01-02,8841.0000
2001-01-03,8899.0000
2001-01-04,8737.0000
2001-01-05,8664.0000
2001-01-08,8728.0000
2001-01-09,8653.0000
2001-01-10,8673.0000
2001-01-11,8578.0000
2001-01-12,8533.0000
2001-01-16,8596.0000
2001-01-17,8491.0000
2001-01-18,8537.0000
2001-01-19,8606.0000
2001-01-22,8656.0000
2001-01-23,8612.0000
2001-01-24,8546.0000
2001-01-25,8642.0000
2001-01-26,8581.0000
2001-01-29,8626.0000
2001-01-30,8693.0000
2001-01-31,8647.0000
2001-02-01,8700.0000
2001-02-02,8695.0000
2001-02-05,8762.0000
2001-02-06,8765.0000
2001-02-07,8653.0000
2001-02-08,8620.0000
2001-02-09,8550.0000
2001-02-12,8550.0000
2001-02-13,8621.0000
2001-02-14,8630.0000
2001-02-15,8687.0000
2001-02-16,8697.0000
2001-02-20,8679.0000
2001-02-21,8606.0000
2001-02-22,8618.0000
2001-02-23,8692.4000
2001-02-26,8648.4000
2001-02-27,8684.0000
2001-02-28,8616.0000
2001-03-01,8642.0000
2001-03-02,8526.0000
2001-03-05,8514.0000
2001-03-06,8525.0000
2001-03-07,8458.0000
2001-03-08,8463.0000
2001-03-09,8466.0000
2001-03-12,8409.0000
2001-03-13,8452.0000
2001-03-14,8365.0000
2001-03-15,8270.0000
2001-03-16,8235.0000
2001-03-19,8227.0000
2001-03-20,8281.0000
2001-03-21,8191.0000
2001-03-22,8178.0000
2001-03-23,8225.0000
2001-03-26,8236.0000
2001-03-27,8276.0000
2001-03-28,8261.0000
2001-03-29,8175.0000
2001-03-30,8008.0000
2001-04-02,7987.0000
2001-04-03,8037.0000
2001-04-04,8053.0000
2001-04-05,8132.0000
2001-04-06,8139.0000
2001-04-09,8068.0000
2001-04-10,8106.0000
2001-04-11,8086.0000
2001-04-12,8151.0000
2001-04-16,8109.0000
2001-04-17,8173.0000
2001-04-18,8237.0000
2001-04-19,8280.0000
2001-04-20,8219.0000
2001-04-23,8306.0000
2001-04-24,8239.0000
2001-04-25,8234.0000
2001-04-26,8167.0000
2001-04-27,8110.0000
2001-04-30,8132.0000
2001-05-01,8232.0000
2001-05-02,8254.0000
2001-05-03,8274.0000
2001-05-04,8288.0000
2001-05-07,8288.0000
2001-05-08,8279.0000
2001-05-09,8218.0000
2001-05-10,8190.0000
2001-05-11,8190.0000
2001-05-14,8143.0000
2001-05-15,8130.0000
2001-05-16,8126.0000
2001-05-17,8187.0000
2001-05-18,8113.0000
2001-05-21,8184.0000
2001-05-22,8175.0000
2001-05-23,8372.0000
2001-05-24,8352.0000
2001-05-25,8328.2000
2001-05-29,8378.4000
2001-05-30,8376.6000
2001-05-31,8471.8000
2001-06-01,8492.0000
2001-06-04,8475.0000
2001-06-05,8403.0000
2001-06-06,8399.0000
2001-06-07,8420.0000
2001-06-08,8352.0000
2001-06-11,8286.0000
2001-06-12,8291.0000
2001-06-13,8274.0000
2001-06-14,8319.0000
2001-06-15,8200.0000
2001-06-18,8181.0000
2001-06-19,8197.0000
2001-06-20,8156.0000
2001-06-21,8107.0000
2001-06-22,8107.0000
2001-06-25,8143.0000
2001-06-26,8148.0000
2001-06-27,8113.0000
2001-06-28,8083.0000
2001-06-29,8079.0000
2001-07-02,8101.0000
2001-07-03,8101.0000
2001-07-05,8010.0000
2001-07-06,7993.0000
2001-07-09,8030.0000
2001-07-10,8033.0000
2001-07-11,8097.0000
2001-07-12,8132.0000
2001-07-13,8059.0000
2001-07-16,8023.0000
2001-07-17,8044.0000
2001-07-18,8117.0000
2001-07-19,8152.0000
2001-07-20,8189.0000
2001-07-23,8082.0000
2001-07-24,8116.0000
2001-07-25,8132.0000
2001-07-26,8124.0000
2001-07-27,8130.0000
2001-07-30,8030.0000
2001-07-31,8032.0000
2001-08-01,8060.0000
2001-08-02,8115.0000
2001-08-03,8120.0000
2001-08-06,8107.0000
2001-08-07,8131.0000
2001-08-08,8136.0000
2001-08-09,8239.0000
2001-08-10,8225.0000
2001-08-13,8194.0000
2001-08-14,8248.0000
2001-08-15,8387.0000
2001-08-16,8367.0000
2001-08-17,8339.0000
2001-08-20,8306.0000
2001-08-21,8372.0000
2001-08-22,8323.0000
2001-08-23,8370.0000
2001-08-24,8341.0000
2001-08-27,8356.0000
2001-08-28,8355.2000
2001-08-29,8367.0000
2001-08-30,8435.0000
2001-08-31,8488.0000
2001-09-04,8453.0000
2001-09-05,8363.0000
2001-09-06,8340.0000
2001-09-07,8399.0000
2001-09-10,8343.0000
2001-09-11,8385.0000
2001-09-13,8495.0000
2001-09-14,8609.0000
2001-09-17,8574.0000
2001-09-18,8592.0000
2001-09-19,8564.0000
2001-09-20,8671.0000
2001-09-21,8616.0000
2001-09-24,8556.0000
2001-09-25,8552.0000
2001-09-26,8534.0000
2001-09-27,8403.0000
2001-09-28,8415.0000
2001-10-01,8362.0000
2001-10-02,8319.0000
2001-10-03,8321.0000
2001-10-04,8326.0000
2001-10-05,8348.0000
2001-10-09,8353.0000
2001-10-10,8345.0000
2001-10-11,8271.0000
2001-10-12,8274.0000
2001-10-15,8302.0000
2001-10-16,8277.0000
2001-10-17,8281.0000
2001-10-18,8285.0000
2001-10-19,8285.0000
2001-10-22,8194.0000
2001-10-23,8178.0000
2001-10-24,8166.0000
2001-10-25,8160.0000
2001-10-26,8170.0000
2001-10-29,8218.0000
2001-10-30,8219.0000
2001-10-31,8198.0000
2001-11-01,8221.0000
2001-11-02,8232.0000
2001-11-05,8231.0000
2001-11-06,8280.0000
2001-11-07,8289.0000
2001-11-08,8346.0000
2001-11-09,8338.0000
2001-11-13,8243.0000
2001-11-14,8243.0000
2001-11-15,8182.0000
2001-11-16,8151.0000
2001-11-19,8125.0000
2001-11-20,8162.0000
2001-11-21,8130.0000
2001-11-23,8051.0000
2001-11-26,8067.0000
2001-11-27,8082.4000
2001-11-28,8151.4000
2001-11-29,8113.4000
2001-11-30,8133.4000
2001-12-03,8105.0000
2001-12-04,8097.0000
2001-12-05,8092.0000
2001-12-06,8059.0000
2001-12-07,8004.0000
2001-12-10,7965.0000
2001-12-11,7962.0000
2001-12-12,7960.0000
2001-12-13,7959.0000
2001-12-14,7893.0000
2001-12-17,7878.0000
2001-12-18,7860.0000
2001-12-19,7841.0000
2001-12-20,7811.0000
2001-12-21,7743.0000
2001-12-24,7741.0000
2001-12-26,7675.0000
2001-12-27,7622.0000
2001-12-28,7656.0000
2001-12-31,7629.0000
2002-01-02,7596.0000
2002-01-03,7614.0000
2002-01-04,7661.0000
2002-01-07,7656.0000
2002-01-08,7560.0000
2002-01-09,7565.0000
2002-01-10,7559.0000
2002-01-11,7602.0000
2002-01-14,7605.0000
2002-01-15,7639.0000
2002-01-16,7606.0000
2002-01-17,7574.0000
2002-01-18,7561.0000
2002-01-22,7486.0000
2002-01-23,7467.0000
2002-01-24,7437.0000
2002-01-25,7463.0000
2002-01-28,7514.0000
2002-01-29,7513.0000
2002-01-30,7547.0000
2002-01-31,7436.0000
2002-02-01,7526.0000
2002-02-04,7576.0000
2002-02-05,7487.0000
2002-02-06,7502.0000
2002-02-07,7505.0000
2002-02-08,7440.0000
2002-02-11,7506.0000
2002-02-12,7554.0000
2002-02-13,7517.0000
2002-02-14,7583.0000
2002-02-15,7549.0000
2002-02-19,7493.0000
2002-02-20,7490.0000
2002-02-21,7456.0000
2002-02-22,7462.0000
2002-02-25,7479.0000
2002-02-26,7448.0000
2002-02-27,7476.0000
2002-02-28,7516.2000
2002-03-01,7544.0000
2002-03-04,7603.0000
2002-03-05,7603.0000
2002-03-06,7684.0000
2002-03-07,7921.0000
2002-03-08,7816.0000
2002-03-11,7844.0000
2002-03-12,7812.0000
2002-03-13,7767.0000
2002-03-14,7783.0000
2002-03-15,7787.0000
2002-03-18,7650.0000
2002-03-19,7612.0000
2002-03-20,7641.0000
2002-03-21,7609.0000
2002-03-22,7562.0000
2002-03-25,7534.0000
2002-03-26,7559.0000
2002-03-27,7566.0000
2002-03-28,7567.0000
2002-04-01,7525.0000
2002-04-02,7525.0000
2002-04-03,7565.0000
2002-04-04,7592.0000
2002-04-05,7628.0000
2002-04-08,7638.0000
2002-04-09,7660.0000
2002-04-10,7679.0000
2002-04-11,7629.0000
2002-04-12,7596.0000
2002-04-15,7605.0000
2002-04-16,7650.0000
2002-04-17,7671.0000
2002-04-18,7723.0000
2002-04-19,7696.0000
2002-04-22,7718.0000
2002-04-23,7704.0000
2002-04-24,7740.0000
2002-04-25,7795.0000
2002-04-26,7841.0000
2002-04-29,7830.0000
2002-04-30,7802.0000
2002-05-01,7865.0000
2002-05-02,7833.0000
2002-05-03,7889.0000
2002-05-06,7872.0000
2002-05-07,7828.0000
2002-05-08,7782.0000
2002-05-09,7804.0000
2002-05-10,7853.0000
2002-05-13,7844.0000
2002-05-14,7792.0000
2002-05-15,7844.0000
2002-05-16,7816.0000
2002-05-17,7960.0000
2002-05-20,7991.0000
2002-05-21,8082.0000
2002-05-22,8062.0000
2002-05-23,8015.0000
2002-05-24,8032.0000
2002-05-28,8051.8000
2002-05-29,8068.2000
2002-05-30,8145.8000
2002-05-31,8084.4000
2002-06-03,8121.0000
2002-06-04,8111.0000
2002-06-05,8078.0000
2002-06-06,8089.0000
2002-06-07,8080.0000
2002-06-10,8061.0000
2002-06-11,8020.0000
2002-06-12,7997.0000
2002-06-13,8035.0000
2002-06-14,8097.0000
2002-06-17,8074.0000
2002-06-18,8080.0000
2002-06-19,8112.0000
2002-06-20,8135.0000
2002-06-21,8271.0000
2002-06-24,8253.0000
2002-06-25,8263.0000
2002-06-26,8387.0000
2002-06-27,8408.0000
2002-06-28,8403.0000
2002-07-01,8362.0000
2002-07-02,8352.0000
2002-07-03,8379.0000
2002-07-05,8346.0000
2002-07-08,8465.0000
2002-07-09,8512.0000
2002-07-10,8530.0000
2002-07-11,8590.0000
2002-07-12,8586.0000
2002-07-15,8631.0000
2002-07-16,8644.0000
2002-07-17,8629.0000
2002-07-18,8600.0000
2002-07-19,8666.0000
2002-07-22,8617.0000
2002-07-23,8513.0000
2002-07-24,8618.0000
2002-07-25,8596.0000
2002-07-26,8429.0000
2002-07-29,8370.0000
2002-07-30,8341.0000
2002-07-31,8368.0000
2002-08-01,8398.0000
2002-08-02,8417.0000
2002-08-05,8371.0000
2002-08-06,8282.0000
2002-08-07,8339.0000
2002-08-08,8277.0000
2002-08-09,8338.0000
2002-08-12,8420.0000
2002-08-13,8426.0000
2002-08-14,8543.0000
2002-08-15,8546.0000
2002-08-16,8517.0000
2002-08-19,8448.0000
2002-08-20,8434.0000
2002-08-21,8452.0000
2002-08-22,8354.0000
2002-08-23,8363.0000
2002-08-26,8368.0000
2002-08-27,8480.6000
2002-08-28,8452.2000
2002-08-29,8485.8000
2002-08-30,8463.4000
2002-09-03,8584.0000
2002-09-04,8517.0000
2002-09-05,8499.0000
2002-09-06,8476.0000
2002-09-09,8453.0000
2002-09-10,8382.0000
2002-09-11,8348.0000
2002-09-12,8364.0000
2002-09-13,8254.0000
2002-09-16,8214.0000
2002-09-17,8210.0000
2002-09-18,8234.0000
2002-09-19,8265.0000
2002-09-20,8132.0000
2002-09-23,8110.0000
2002-09-24,8146.0000
2002-09-25,8172.0000
2002-09-26,8187.0000
2002-09-27,8173.0000
2002-09-30,8243.0000
2002-10-01,8190.0000
2002-10-02,8158.0000
2002-10-03,8182.0000
2002-10-04,8143.0000
2002-10-07,8078.0000
2002-10-08,8067.0000
2002-10-09,8139.0000
2002-10-10,8116.0000
2002-10-11,8086.0000
2002-10-15,8040.0000
2002-10-16,8059.0000
2002-10-17,8033.0000
2002-10-18,7992.0000
2002-10-21,8030.0000
2002-10-22,8016.0000
2002-10-23,8045.0000
2002-10-24,8047.0000
2002-10-25,8072.0000
2002-10-28,8113.0000
2002-10-29,8168.0000
2002-10-30,8158.0000
2002-10-31,8168.0000
2002-11-01,8204.0000
2002-11-04,8193.0000
2002-11-05,8224.0000
2002-11-06,8225.0000
2002-11-07,8259.0000
2002-11-08,8364.0000
2002-11-12,8369.0000
2002-11-13,8325.0000
2002-11-14,8319.0000
2002-11-15,8317.0000
2002-11-18,8264.0000
2002-11-19,8194.0000
2002-11-20,8162.0000
2002-11-21,8154.0000
2002-11-22,8144.0000
2002-11-25,8204.8000
2002-11-26,8239.6000
2002-11-27,8200.0000
2002-11-29,8183.0000
2002-12-02,8060.0000
2002-12-03,8056.0000
2002-12-04,8051.0000
2002-12-05,8032.0000
2002-12-06,8108.0000
2002-12-09,8132.0000
2002-12-10,8119.0000
2002-12-11,8121.0000
2002-12-12,8180.0000
2002-12-13,8329.0000
2002-12-16,8277.0000
2002-12-17,8278.0000
2002-12-18,8288.0000
2002-12-19,8323.0000
2002-12-20,8335.0000
2002-12-23,8331.0000
2002-12-24,8342.0000
2002-12-26,8361.0000
2002-12-27,8369.0000
2002-12-30,8467.0000
2002-12-31,8447.0000
2003-01-02,8358.0000
2003-01-03,8370.0000
2003-01-06,8425.0000
2003-01-07,8323.0000
2003-01-08,8421.0000
2003-01-09,8394.0000
2003-01-10,8414.0000
2003-01-13,8438.0000
2003-01-14,8496.0000
2003-01-15,8487.0000
2003-01-16,8507.0000
2003-01-17,8500.0000
2003-01-21,8480.0000
2003-01-22,8465.0000
2003-01-23,8491.0000
2003-01-24,8506.0000
2003-01-27,8454.0000
2003-01-28,8444.0000
2003-01-29,8463.0000
2003-01-30,8402.0000
2003-01-31,8352.0000
2003-02-03,8324.0000
2003-02-04,8363.0000
2003-02-05,8343.0000
2003-02-06,8352.0000
2003-02-07,8330.0000
2003-02-10,8261.0000
2003-02-11,8265.0000
2003-02-12,8257.0000
2003-02-13,8302.0000
2003-02-14,8318.0000
2003-02-18,8424.0000
2003-02-19,8435.0000
2003-02-20,8464.0000
2003-02-21,8427.0000
2003-02-24,8488.0000
2003-02-25,8543.6000
2003-02-26,8556.2000
2003-02-27,8529.8000
2003-02-28,8496.4000
2003-03-03,8534.0000
2003-03-04,8510.0000
2003-03-05,8556.0000
2003-03-06,8551.0000
2003-03-07,8578.0000
2003-03-10,8582.0000
2003-03-11,8562.0000
2003-03-12,8554.0000
2003-03-13,8465.0000
2003-03-14,8481.0000
2003-03-17,8473.0000
2003-03-18,8439.0000
2003-03-19,8314.0000
2003-03-20,8336.0000
2003-03-21,8251.0000
2003-03-24,8307.0000
2003-03-25,8347.0000
2003-03-26,8351.0000
2003-03-27,8354.0000
2003-03-28,8374.0000
2003-03-31,8482.0000
2003-04-01,8482.0000
2003-04-02,8430.0000
2003-04-03,8383.0000
2003-04-04,8355.0000
2003-04-07,8335.0000
2003-04-08,8363.0000
2003-04-09,8349.0000
2003-04-10,8376.0000
2003-04-11,8315.0000
2003-04-14,8333.0000
2003-04-15,8340.0000
2003-04-16,8389.0000
2003-04-17,8374.0000
2003-04-21,8314.0000
2003-04-22,8354.0000
2003-04-23,8319.0000
2003-04-24,8352.0000
2003-04-25,8323.0000
2003-04-28,8315.0000
2003-04-29,8355.0000
2003-04-30,8424.0000
2003-05-01,8446.0000
2003-05-02,8421.0000
2003-05-05,8443.0000
2003-05-06,8508.0000
2003-05-07,8613.0000
2003-05-08,8566.0000
2003-05-09,8539.0000
2003-05-12,8559.0000
2003-05-13,8587.0000
2003-05-14,8621.0000
2003-05-15,8598.0000
2003-05-16,8635.0000
2003-05-19,8530.0000
2003-05-20,8576.0000
2003-05-21,8531.0000
2003-05-22,8537.0000
2003-05-23,8555.0000
2003-05-27,8541.0000
2003-05-28,8437.0000
2003-05-29,8467.0000
2003-05-30,8407.0000
2003-06-02,8466.0000
2003-06-03,8428.0000
2003-06-04,8449.0000
2003-06-05,8519.0000
2003-06-06,8449.0000
2003-06-09,8494.0000
2003-06-10,8519.0000
2003-06-11,8514.0000
2003-06-12,8528.0000
2003-06-13,8545.0000
2003-06-16,8523.0000
2003-06-17,8484.0000
2003-06-18,8507.0000
