Macrotrends Data Download

CME Japanese Yen JPY Futures #1 (JY1)

All contracts are Front Month | Calendar-Weighted Adjusted Prices,
Roll on First of Month | Continuous Contract History.

Disclaimer and Terms of Use: Historical data is provided "as is" and solely
for informational purposes - not for trading purposes or advice.
Neither MacroTrends LLC nor any of our information providers will be liable
for any damages relating to your use of the data provided.

ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


date, value
1990-10-01,7309.0000
1990-10-02,7308.0000
1990-10-03,7355.0000
1990-10-04,7467.0000
1990-10-05,7565.0000
1990-10-08,7662.0000
1990-10-09,7652.0000
1990-10-10,7719.0000
1990-10-11,7727.0000
1990-10-12,7754.0000
1990-10-15,7831.0000
1990-10-16,7885.0000
1990-10-17,7964.0000
1990-10-18,8030.0000
1990-10-19,7939.0000
1990-10-22,7920.0000
1990-10-23,7815.0000
1990-10-24,7903.0000
1990-10-25,7814.0000
1990-10-26,7790.0000
1990-10-29,7782.0000
1990-10-30,7769.0000
1990-10-31,7692.0000
1990-11-01,7658.0000
1990-11-02,7824.0000
1990-11-05,7894.0000
1990-11-06,7802.0000
1990-11-07,7758.0000
1990-11-08,7697.0000
1990-11-09,7700.0000
1990-11-12,7789.0000
1990-11-13,7713.0000
1990-11-14,7755.0000
1990-11-15,7707.0000
1990-11-16,7716.0000
1990-11-19,7766.0000
1990-11-20,7748.0000
1990-11-21,7866.0000
1990-11-23,7869.0000
1990-11-26,7747.0000
1990-11-27,7796.0000
1990-11-28,7689.2000
1990-11-29,7493.0000
1990-11-30,7537.2000
1990-12-03,7418.0000
1990-12-04,7472.0000
1990-12-05,7457.0000
1990-12-06,7542.0000
1990-12-07,7644.0000
1990-12-10,7554.0000
1990-12-11,7537.0000
1990-12-12,7590.0000
1990-12-13,7557.0000
1990-12-14,7508.0000
1990-12-17,7511.0000
1990-12-18,7499.0000
1990-12-19,7452.0000
1990-12-20,7406.0000
1990-12-21,7391.0000
1990-12-24,7349.0000
1990-12-26,7350.0000
1990-12-27,7334.0000
1990-12-28,7407.0000
1990-12-31,7384.0000
1991-01-02,7429.0000
1991-01-03,7513.0000
1991-01-04,7410.0000
1991-01-07,7335.0000
1991-01-08,7322.0000
1991-01-09,7293.0000
1991-01-10,7433.0000
1991-01-11,7454.0000
1991-01-14,7377.0000
1991-01-15,7364.0000
1991-01-16,7303.0000
1991-01-17,7564.0000
1991-01-18,7557.0000
1991-01-21,7566.0000
1991-01-22,7543.0000
1991-01-23,7556.0000
1991-01-24,7546.0000
1991-01-25,7522.0000
1991-01-28,7587.0000
1991-01-29,7560.0000
1991-01-30,7608.0000
1991-01-31,7614.0000
1991-02-01,7590.0000
1991-02-04,7641.0000
1991-02-05,7712.0000
1991-02-06,7800.0000
1991-02-07,7777.0000
1991-02-08,7813.0000
1991-02-11,7821.0000
1991-02-12,7782.0000
1991-02-13,7696.0000
1991-02-14,7703.0000
1991-02-15,7652.0000
1991-02-19,7591.0000
1991-02-20,7598.0000
1991-02-21,7611.0000
1991-02-22,7552.0000
1991-02-25,7478.4000
1991-02-26,7511.4000
1991-02-27,7555.6000
1991-02-28,7493.2000
1991-03-01,7402.0000
1991-03-04,7350.0000
1991-03-05,7314.0000
1991-03-06,7328.0000
1991-03-07,7344.0000
1991-03-08,7282.0000
1991-03-11,7196.0000
1991-03-12,7308.0000
1991-03-13,7343.0000
1991-03-14,7335.0000
1991-03-15,7233.0000
1991-03-18,7217.0000
1991-03-19,7228.0000
1991-03-20,7212.0000
1991-03-21,7285.0000
1991-03-22,7253.0000
1991-03-25,7162.0000
1991-03-26,7173.0000
1991-03-27,7141.0000
1991-03-28,7055.0000
1991-04-01,7146.0000
1991-04-02,7243.0000
1991-04-03,7258.0000
1991-04-04,7334.0000
1991-04-05,7312.0000
1991-04-08,7279.0000
1991-04-09,7391.0000
1991-04-10,7227.0000
1991-04-11,7314.0000
1991-04-12,7309.0000
1991-04-15,7433.0000
1991-04-16,7408.0000
1991-04-17,7324.0000
1991-04-18,7241.0000
1991-04-19,7213.0000
1991-04-22,7150.0000
1991-04-23,7247.0000
1991-04-24,7232.0000
1991-04-25,7242.0000
1991-04-26,7218.0000
1991-04-29,7288.0000
1991-04-30,7322.0000
1991-05-01,7215.0000
1991-05-02,7227.0000
1991-05-03,7176.0000
1991-05-06,7219.0000
1991-05-07,7233.0000
1991-05-08,7214.0000
1991-05-09,7225.0000
1991-05-10,7190.0000
1991-05-13,7163.0000
1991-05-14,7227.0000
1991-05-15,7286.0000
1991-05-16,7268.0000
1991-05-17,7222.0000
1991-05-20,7210.0000
1991-05-21,7274.0000
1991-05-22,7250.0000
1991-05-23,7249.0000
1991-05-24,7222.0000
1991-05-28,7252.4000
1991-05-29,7226.2000
1991-05-30,7234.8000
1991-05-31,7206.2000
1991-06-03,7155.0000
1991-06-04,7172.0000
1991-06-05,7149.0000
1991-06-06,7155.0000
1991-06-07,7095.0000
1991-06-10,7030.0000
1991-06-11,7051.0000
1991-06-12,7048.0000
1991-06-13,7054.0000
1991-06-14,7076.0000
1991-06-17,7073.0000
1991-06-18,7075.0000
1991-06-19,7112.0000
1991-06-20,7212.0000
1991-06-21,7168.0000
1991-06-24,7181.0000
1991-06-25,7192.0000
1991-06-26,7202.0000
1991-06-27,7228.0000
1991-06-28,7247.0000
1991-07-01,7200.0000
1991-07-02,7178.0000
1991-07-03,7145.0000
1991-07-05,7215.0000
1991-07-08,7199.0000
1991-07-09,7188.0000
1991-07-10,7199.0000
1991-07-11,7195.0000
1991-07-12,7322.0000
1991-07-15,7292.0000
1991-07-16,7271.0000
1991-07-17,7283.0000
1991-07-18,7254.0000
1991-07-19,7318.0000
1991-07-22,7249.0000
1991-07-23,7282.0000
1991-07-24,7259.0000
1991-07-25,7188.0000
1991-07-26,7250.0000
1991-07-29,7239.0000
1991-07-30,7241.0000
1991-07-31,7266.0000
1991-08-01,7256.0000
1991-08-02,7275.0000
1991-08-05,7299.0000
1991-08-06,7371.0000
1991-08-07,7344.0000
1991-08-08,7330.0000
1991-08-09,7306.0000
1991-08-12,7314.0000
1991-08-13,7317.0000
1991-08-14,7306.0000
1991-08-15,7277.0000
1991-08-16,7267.0000
1991-08-19,7222.0000
1991-08-20,7273.0000
1991-08-21,7324.0000
1991-08-22,7312.0000
1991-08-23,7297.0000
1991-08-26,7300.0000
1991-08-27,7290.0000
1991-08-28,7298.6000
1991-08-29,7267.8000
1991-08-30,7284.2000
1991-09-03,7334.0000
1991-09-04,7352.0000
1991-09-05,7338.0000
1991-09-06,7347.0000
1991-09-09,7406.0000
1991-09-10,7394.0000
1991-09-11,7385.0000
1991-09-12,7456.0000
1991-09-13,7447.0000
1991-09-16,7457.0000
1991-09-17,7452.0000
1991-09-18,7421.0000
1991-09-19,7422.0000
1991-09-20,7434.0000
1991-09-23,7521.0000
1991-09-24,7481.0000
1991-09-25,7487.0000
1991-09-26,7450.0000
1991-09-27,7493.0000
1991-09-30,7510.0000
1991-10-01,7481.0000
1991-10-02,7520.0000
1991-10-03,7640.0000
1991-10-04,7672.0000
1991-10-07,7717.0000
1991-10-08,7667.0000
1991-10-09,7689.0000
1991-10-10,7660.0000
1991-10-11,7698.0000
1991-10-14,7709.0000
1991-10-15,7677.0000
1991-10-16,7666.0000
1991-10-17,7707.0000
1991-10-18,7705.0000
1991-10-21,7636.0000
1991-10-22,7602.0000
1991-10-23,7581.0000
1991-10-24,7601.0000
1991-10-25,7596.0000
1991-10-28,7547.0000
1991-10-29,7641.0000
1991-10-30,7618.0000
1991-10-31,7638.0000
1991-11-01,7697.0000
1991-11-04,7730.0000
1991-11-05,7682.0000
1991-11-06,7682.0000
1991-11-07,7692.0000
1991-11-08,7667.0000
1991-11-11,7684.0000
1991-11-12,7691.0000
1991-11-13,7679.0000
1991-11-14,7706.0000
1991-11-15,7704.0000
1991-11-18,7714.0000
1991-11-19,7692.0000
1991-11-20,7695.0000
1991-11-21,7711.0000
1991-11-22,7721.0000
1991-11-25,7810.8000
1991-11-26,7624.6000
1991-11-27,7658.8000
1991-11-29,7678.2000
1991-12-02,7663.0000
1991-12-03,7697.0000
1991-12-04,7716.0000
1991-12-05,7746.0000
1991-12-06,7778.0000
1991-12-09,7762.0000
1991-12-10,7746.0000
1991-12-11,7694.0000
1991-12-12,7702.0000
1991-12-13,7724.0000
1991-12-16,7754.0000
1991-12-17,7751.0000
1991-12-18,7766.0000
1991-12-19,7774.0000
1991-12-20,7816.0000
1991-12-23,7861.0000
1991-12-24,7813.0000
1991-12-26,7891.0000
1991-12-27,7914.0000
1991-12-30,7942.0000
1991-12-31,7991.0000
1992-01-02,8010.0000
1992-01-03,7992.0000
1992-01-06,8080.0000
1992-01-07,8037.0000
1992-01-08,8028.0000
1992-01-09,7932.0000
1992-01-10,7856.0000
1992-01-13,7854.0000
1992-01-14,7867.0000
1992-01-15,7750.0000
1992-01-16,7792.0000
1992-01-17,8015.0000
1992-01-20,8095.0000
1992-01-21,8066.0000
1992-01-22,8087.0000
1992-01-23,8059.0000
1992-01-24,8084.0000
1992-01-27,7972.0000
1992-01-28,7930.0000
1992-01-29,7944.0000
1992-01-30,7947.0000
1992-01-31,7932.0000
1992-02-03,7901.0000
1992-02-04,7917.0000
1992-02-05,7952.0000
1992-02-06,7941.0000
1992-02-07,7968.0000
1992-02-10,7882.0000
1992-02-11,7841.0000
1992-02-12,7836.0000
1992-02-13,7825.0000
1992-02-14,7818.0000
1992-02-18,7803.0000
1992-02-19,7791.0000
1992-02-20,7764.0000
1992-02-21,7751.0000
1992-02-24,7735.0000
1992-02-25,7690.4000
1992-02-26,7723.4000
1992-02-27,7737.6000
1992-02-28,7703.6000
1992-03-02,7698.0000
1992-03-03,7615.0000
1992-03-04,7570.0000
1992-03-05,7566.0000
1992-03-06,7574.0000
1992-03-09,7568.0000
1992-03-10,7514.0000
1992-03-11,7493.0000
1992-03-12,7440.0000
1992-03-13,7475.0000
1992-03-16,7459.0000
1992-03-17,7514.0000
1992-03-18,7548.0000
1992-03-19,7474.0000
1992-03-20,7459.0000
1992-03-23,7477.0000
1992-03-24,7480.0000
1992-03-25,7476.0000
1992-03-26,7441.0000
1992-03-27,7499.0000
1992-03-30,7524.0000
1992-03-31,7530.0000
1992-04-01,7421.0000
1992-04-02,7467.0000
1992-04-03,7494.0000
1992-04-06,7514.0000
1992-04-07,7512.0000
1992-04-08,7527.0000
1992-04-09,7571.0000
1992-04-10,7518.0000
1992-04-13,7507.0000
1992-04-14,7517.0000
1992-04-15,7490.0000
1992-04-16,7457.0000
1992-04-20,7442.0000
1992-04-21,7444.0000
1992-04-22,7446.0000
1992-04-23,7413.0000
1992-04-24,7431.0000
1992-04-27,7519.0000
1992-04-28,7497.0000
1992-04-29,7485.0000
1992-04-30,7498.0000
1992-05-01,7534.0000
1992-05-04,7502.0000
1992-05-05,7515.0000
1992-05-06,7559.0000
1992-05-07,7527.0000
1992-05-08,7489.0000
1992-05-11,7514.0000
1992-05-12,7654.0000
1992-05-13,7705.0000
1992-05-14,7680.0000
1992-05-15,7700.0000
1992-05-18,7760.0000
1992-05-19,7742.0000
1992-05-20,7710.0000
1992-05-21,7674.0000
1992-05-22,7732.0000
1992-05-26,7719.4000
1992-05-27,7670.2000
1992-05-28,7716.8000
1992-05-29,7822.4000
1992-06-01,7872.0000
1992-06-02,7843.0000
1992-06-03,7826.0000
1992-06-04,7831.0000
1992-06-05,7873.0000
1992-06-08,7850.0000
1992-06-09,7831.0000
1992-06-10,7821.0000
1992-06-11,7897.0000
1992-06-12,7886.0000
1992-06-15,7878.0000
1992-06-16,7892.0000
1992-06-17,7850.0000
1992-06-18,7875.0000
1992-06-19,7860.0000
1992-06-22,7851.0000
1992-06-23,7847.0000
1992-06-24,7891.0000
1992-06-25,7974.0000
1992-06-26,7949.0000
1992-06-29,7961.0000
1992-06-30,7946.0000
1992-07-01,7963.0000
1992-07-02,8020.0000
1992-07-06,8029.0000
1992-07-07,8046.0000
1992-07-08,8014.0000
1992-07-09,7947.0000
1992-07-10,7962.0000
1992-07-13,7994.0000
1992-07-14,7977.0000
1992-07-15,7981.0000
1992-07-16,7967.0000
1992-07-17,8019.0000
1992-07-20,7963.0000
1992-07-21,7971.0000
1992-07-22,7878.0000
1992-07-23,7874.0000
1992-07-24,7803.0000
1992-07-27,7827.0000
1992-07-28,7842.0000
1992-07-29,7815.0000
1992-07-30,7827.0000
1992-07-31,7860.0000
1992-08-03,7857.0000
1992-08-04,7850.0000
1992-08-05,7827.0000
1992-08-06,7828.0000
1992-08-07,7840.0000
1992-08-10,7814.0000
1992-08-11,7809.0000
1992-08-12,7854.0000
1992-08-13,7909.0000
1992-08-14,7934.0000
1992-08-17,7951.0000
1992-08-18,7924.0000
1992-08-19,7901.0000
1992-08-20,7904.0000
1992-08-21,7952.0000
1992-08-24,8028.0000
1992-08-25,8028.0000
1992-08-26,8009.6000
1992-08-27,8011.8000
1992-08-28,8109.2000
1992-08-31,8117.2000
1992-09-01,8131.0000
1992-09-02,8116.0000
1992-09-03,8061.0000
1992-09-04,8107.0000
1992-09-08,8125.0000
1992-09-09,8105.0000
1992-09-10,8092.0000
1992-09-11,8032.0000
1992-09-14,8020.0000
1992-09-15,8029.0000
1992-09-16,8001.0000
1992-09-17,8018.0000
1992-09-18,8018.0000
1992-09-21,8071.0000
1992-09-22,8248.0000
1992-09-23,8340.0000
1992-09-24,8290.0000
1992-09-25,8273.0000
1992-09-28,8337.0000
1992-09-29,8368.0000
1992-09-30,8322.0000
1992-10-01,8326.0000
1992-10-02,8364.0000
1992-10-05,8335.0000
1992-10-06,8343.0000
1992-10-07,8287.0000
1992-10-08,8176.0000
1992-10-09,8193.0000
1992-10-12,8271.0000
1992-10-13,8233.0000
1992-10-14,8250.0000
1992-10-15,8309.0000
1992-10-16,8367.0000
1992-10-19,8322.0000
1992-10-20,8165.0000
1992-10-21,8159.0000
1992-10-22,8268.0000
1992-10-23,8209.0000
1992-10-26,8190.0000
1992-10-27,8184.0000
1992-10-28,8109.0000
1992-10-29,8108.0000
1992-10-30,8100.0000
1992-11-02,8079.0000
1992-11-03,8153.0000
1992-11-04,8113.0000
1992-11-05,8137.0000
1992-11-06,8094.0000
1992-11-09,8047.0000
1992-11-10,8044.0000
1992-11-11,8042.0000
1992-11-12,8062.0000
1992-11-13,8059.0000
1992-11-16,8014.0000
1992-11-17,8041.0000
1992-11-18,8078.0000
1992-11-19,8099.0000
1992-11-20,8041.0000
1992-11-23,8057.0000
1992-11-24,8073.4000
1992-11-25,8076.8000
1992-11-27,8033.6000
1992-11-30,8026.6000
1992-12-01,8056.0000
1992-12-02,8037.0000
1992-12-03,8026.0000
1992-12-04,8007.0000
1992-12-07,8079.0000
1992-12-08,8084.0000
1992-12-09,8061.0000
1992-12-10,8083.0000
1992-12-11,8066.0000
1992-12-14,8081.0000
1992-12-15,8058.0000
1992-12-16,8134.0000
1992-12-17,8147.0000
1992-12-18,8112.0000
1992-12-21,8119.0000
1992-12-22,8075.0000
1992-12-23,8069.0000
1992-12-24,8063.0000
1992-12-28,7992.0000
1992-12-29,8011.0000
1992-12-30,8021.0000
1992-12-31,8004.0000
1993-01-04,7969.0000
1993-01-05,8007.0000
1993-01-06,7986.0000
1993-01-07,7979.0000
1993-01-08,7972.0000
1993-01-11,7987.0000
1993-01-12,7976.0000
1993-01-13,7954.0000
1993-01-14,7941.0000
1993-01-15,7925.0000
1993-01-18,7957.0000
1993-01-19,7961.0000
1993-01-20,8020.0000
1993-01-21,8001.0000
1993-01-22,7987.0000
1993-01-25,8110.0000
1993-01-26,8095.0000
1993-01-27,8051.0000
1993-01-28,8050.0000
1993-01-29,8011.0000
1993-02-01,7996.0000
1993-02-02,8020.0000
1993-02-03,8036.0000
1993-02-04,8030.0000
1993-02-05,8039.0000
1993-02-08,8081.0000
1993-02-09,8253.0000
1993-02-10,8261.0000
1993-02-11,8264.0000
1993-02-12,8289.0000
1993-02-16,8330.0000
1993-02-17,8368.0000
1993-02-18,8394.0000
1993-02-19,8441.0000
1993-02-22,8599.0000
1993-02-23,8544.0000
1993-02-24,8514.4000
1993-02-25,8513.6000
1993-02-26,8456.8000
1993-03-01,8423.0000
1993-03-02,8495.0000
1993-03-03,8559.0000
1993-03-04,8571.0000
1993-03-05,8503.0000
1993-03-08,8555.0000
1993-03-09,8495.0000
1993-03-10,8479.0000
1993-03-11,8503.0000
1993-03-12,8465.0000
1993-03-15,8440.0000
1993-03-16,8553.0000
1993-03-17,8523.0000
1993-03-18,8606.0000
1993-03-19,8619.0000
1993-03-22,8645.0000
1993-03-23,8607.0000
1993-03-24,8478.0000
1993-03-25,8523.0000
1993-03-26,8585.0000
1993-03-29,8552.0000
1993-03-30,8570.0000
1993-03-31,8704.0000
1993-04-01,8772.0000
1993-04-02,8777.0000
1993-04-05,8794.0000
1993-04-06,8771.0000
1993-04-07,8802.0000
1993-04-08,8817.0000
1993-04-12,8867.0000
1993-04-13,8826.0000
1993-04-14,8781.0000
1993-04-15,8832.0000
1993-04-16,8918.0000
1993-04-19,8997.0000
1993-04-20,9046.0000
1993-04-21,9027.0000
1993-04-22,9094.0000
1993-04-23,9051.0000
1993-04-26,9045.0000
1993-04-27,8966.0000
1993-04-28,8917.0000
1993-04-29,9003.0000
1993-04-30,9010.0000
1993-05-03,9022.0000
1993-05-04,9069.0000
1993-05-05,9059.0000
1993-05-06,9091.0000
1993-05-07,9061.0000
1993-05-10,8948.0000
1993-05-11,8971.0000
1993-05-12,8953.0000
1993-05-13,8936.0000
1993-05-14,9029.0000
1993-05-17,8977.0000
1993-05-18,8966.0000
1993-05-19,9024.0000
1993-05-20,9037.0000
1993-05-21,9064.0000
1993-05-24,9045.0000
1993-05-25,9140.2000
1993-05-26,9222.4000
1993-05-27,9289.6000
1993-05-28,9318.6000
1993-06-01,9338.0000
1993-06-02,9325.0000
1993-06-03,9328.0000
1993-06-04,9274.0000
1993-06-07,9326.0000
1993-06-08,9403.0000
1993-06-09,9401.0000
1993-06-10,9426.0000
1993-06-11,9426.0000
1993-06-14,9507.0000
1993-06-15,9463.0000
1993-06-16,9396.0000
1993-06-17,9339.0000
1993-06-18,9111.0000
1993-06-21,9017.0000
1993-06-22,9018.0000
1993-06-23,9174.0000
1993-06-24,9190.0000
1993-06-25,9435.0000
1993-06-28,9419.0000
1993-06-29,9405.0000
1993-06-30,9349.0000
1993-07-01,9307.0000
1993-07-02,9213.0000
1993-07-06,9190.0000
1993-07-07,9278.0000
1993-07-08,9202.0000
1993-07-09,9102.0000
1993-07-12,9135.0000
1993-07-13,9250.0000
1993-07-14,9319.0000
1993-07-15,9245.0000
1993-07-16,9293.0000
1993-07-19,9211.0000
1993-07-20,9243.0000
1993-07-21,9236.0000
1993-07-22,9416.0000
1993-07-23,9370.0000
1993-07-26,9380.0000
1993-07-27,9425.0000
1993-07-28,9435.0000
1993-07-29,9389.0000
1993-07-30,9551.0000
1993-08-02,9584.0000
1993-08-03,9581.0000
1993-08-04,9539.0000
1993-08-05,9600.0000
1993-08-06,9575.0000
1993-08-09,9532.0000
1993-08-10,9547.0000
1993-08-11,9661.0000
1993-08-12,9713.0000
1993-08-13,9818.0000
1993-08-16,9849.0000
1993-08-17,9893.0000
1993-08-18,9830.0000
1993-08-19,9425.0000
1993-08-20,9568.0000
1993-08-23,9691.0000
1993-08-24,9649.0000
1993-08-25,9535.0000
1993-08-26,9584.8000
1993-08-27,9640.0000
1993-08-30,9634.0000
1993-08-31,9557.4000
1993-09-02,9453.0000
1993-09-03,9587.0000
1993-09-07,9620.0000
1993-09-08,9483.0000
1993-09-09,9502.0000
1993-09-10,9419.0000
1993-09-13,9424.0000
1993-09-14,9457.0000
1993-09-15,9438.0000
1993-09-16,9613.0000
1993-09-17,9585.0000
1993-09-20,9573.0000
1993-09-21,9386.0000
1993-09-22,9434.0000
1993-09-23,9448.0000
1993-09-24,9463.0000
1993-09-27,9454.0000
1993-09-28,9539.0000
1993-09-29,9521.0000
1993-09-30,9430.0000
1993-10-01,9456.0000
1993-10-04,9475.0000
1993-10-05,9475.0000
1993-10-06,9476.0000
1993-10-07,9541.0000
1993-10-08,9442.0000
1993-10-11,9436.0000
1993-10-12,9447.0000
1993-10-13,9447.0000
1993-10-14,9324.0000
1993-10-15,9341.0000
1993-10-18,9320.0000
1993-10-19,9344.0000
1993-10-20,9323.0000
1993-10-21,9237.0000
1993-10-22,9254.0000
1993-10-25,9216.0000
1993-10-26,9248.0000
1993-10-27,9211.0000
1993-10-28,9262.0000
1993-10-29,9227.0000
1993-11-01,9254.0000
1993-11-02,9289.0000
1993-11-03,9298.0000
1993-11-04,9249.0000
1993-11-05,9248.0000
1993-11-08,9273.0000
1993-11-09,9260.0000
1993-11-10,9336.0000
1993-11-11,9407.0000
1993-11-12,9476.0000
1993-11-15,9376.0000
1993-11-16,9371.0000
1993-11-17,9362.0000
1993-11-18,9319.0000
1993-11-19,9203.0000
1993-11-22,9219.0000
1993-11-23,9203.0000
1993-11-24,9256.8000
1993-11-26,9202.0000
1993-11-29,9174.6000
1993-11-30,9192.4000
1993-12-01,9228.0000
1993-12-02,9231.0000
1993-12-03,9256.0000
1993-12-06,9305.0000
1993-12-07,9343.0000
1993-12-08,9217.0000
1993-12-09,9232.0000
1993-12-10,9195.0000
1993-12-13,9200.0000
1993-12-14,9165.0000
1993-12-15,9131.0000
1993-12-16,9145.0000
1993-12-17,9098.0000
1993-12-20,9068.0000
1993-12-21,9019.0000
1993-12-22,9082.0000
1993-12-23,9074.0000
1993-12-27,8993.0000
1993-12-28,9001.0000
1993-12-29,8968.0000
1993-12-30,8963.0000
1993-12-31,8959.0000
1994-01-03,8902.0000
1994-01-04,8896.0000
1994-01-05,8878.0000
1994-01-06,8892.0000
1994-01-07,8951.0000
1994-01-10,8924.0000
1994-01-11,8898.0000
1994-01-12,8921.0000
1994-01-13,8965.0000
1994-01-14,9025.0000
1994-01-17,9000.0000
1994-01-18,9046.0000
1994-01-19,8994.0000
1994-01-20,8992.0000
1994-01-21,8975.0000
1994-01-24,8972.0000
1994-01-25,9015.0000
1994-01-26,9107.0000
1994-01-27,9190.0000
1994-01-28,9095.0000
1994-01-31,9216.0000
1994-02-01,9285.0000
1994-02-02,9283.0000
1994-02-03,9258.0000
1994-02-04,9162.0000
1994-02-07,9205.0000
1994-02-08,9209.0000
1994-02-09,9232.0000
1994-02-10,9246.0000
1994-02-11,9326.0000
1994-02-14,9780.0000
1994-02-15,9701.0000
1994-02-16,9645.0000
1994-02-17,9593.0000
1994-02-18,9595.0000
1994-02-22,9475.0000
1994-02-23,9485.4000
1994-02-24,9528.2000
1994-02-25,9574.2000
1994-02-28,9593.8000
1994-03-01,9605.0000
1994-03-02,9643.0000
1994-03-03,9689.0000
1994-03-04,9529.0000
1994-03-07,9498.0000
1994-03-08,9531.0000
1994-03-09,9481.0000
1994-03-10,9546.0000
1994-03-11,9554.0000
1994-03-14,9450.0000
1994-03-15,9456.0000
1994-03-16,9466.0000
1994-03-17,9482.0000
1994-03-18,9452.0000
1994-03-21,9459.0000
1994-03-22,9465.0000
1994-03-23,9434.0000
1994-03-24,9589.0000
1994-03-25,9573.0000
1994-03-28,9636.0000
1994-03-29,9684.0000
1994-03-30,9758.0000
1994-03-31,9821.0000
1994-04-01,9675.0000
1994-04-04,9734.0000
1994-04-05,9604.0000
1994-04-06,9601.0000
1994-04-07,9570.0000
1994-04-08,9530.0000
1994-04-11,9726.0000
1994-04-12,9691.0000
1994-04-13,9707.0000
1994-04-14,9630.0000
1994-04-15,9688.0000
1994-04-18,9729.0000
1994-04-19,9721.0000
1994-04-20,9721.0000
1994-04-21,9681.0000
1994-04-22,9713.0000
1994-04-25,9719.0000
1994-04-26,9751.0000
1994-04-28,9892.0000
1994-04-29,9870.0000
1994-05-02,9850.0000
1994-05-03,9919.0000
1994-05-04,9839.0000
1994-05-05,9748.0000
1994-05-06,9788.0000
1994-05-09,9762.0000
1994-05-10,9574.0000
1994-05-11,9597.0000
1994-05-12,9605.0000
1994-05-13,9539.0000
1994-05-16,9555.0000
1994-05-17,9571.0000
1994-05-18,9677.0000
1994-05-19,9607.0000
1994-05-20,9622.0000
1994-05-23,9598.0000
1994-05-24,9563.0000
1994-05-25,9607.4000
1994-05-26,9588.8000
1994-05-27,9636.2000
1994-05-31,9601.8000
1994-06-01,9635.0000
1994-06-02,9601.0000
1994-06-03,9562.0000
1994-06-06,9562.0000
1994-06-07,9668.0000
1994-06-08,9683.0000
1994-06-09,9684.0000
1994-06-10,9712.0000
1994-06-13,9778.0000
1994-06-14,9794.0000
1994-06-15,9808.0000
1994-06-16,9748.0000
1994-06-17,9779.0000
1994-06-20,9880.0000
1994-06-21,10064.0000
1994-06-22,9983.0000
1994-06-23,9945.0000
1994-06-24,10016.0000
1994-06-27,10016.0000
1994-06-28,10065.0000
1994-06-29,10206.0000
1994-06-30,10211.0000
1994-07-01,10204.0000
1994-07-05,10170.0000
1994-07-06,10177.0000
1994-07-07,10179.0000
1994-07-08,10242.0000
1994-07-11,10291.0000
1994-07-12,10328.0000
1994-07-13,10231.0000
1994-07-14,10199.0000
1994-07-15,10260.0000
1994-07-18,10207.0000
1994-07-19,10134.0000
1994-07-20,10158.0000
1994-07-21,10143.0000
1994-07-22,10151.0000
1994-07-25,10173.0000
1994-07-26,10228.0000
1994-07-27,10182.0000
1994-07-28,10023.0000
1994-07-29,10015.0000
1994-08-01,10107.0000
1994-08-02,9993.0000
1994-08-03,9998.0000
1994-08-04,9989.0000
1994-08-05,10007.0000
1994-08-08,9878.0000
1994-08-09,9899.0000
1994-08-10,9904.0000
1994-08-11,9991.0000
1994-08-12,9999.0000
1994-08-15,10013.0000
1994-08-16,9981.0000
1994-08-17,10007.0000
1994-08-18,10173.0000
1994-08-19,10176.0000
1994-08-22,10245.0000
1994-08-23,10222.0000
